NAME,TEAM,POS,AGE,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Dolph Schayes*, SYR, PF,34,66, , 21.8,3.4,8.7, .388, ,,, 3.4, 8.7,.388,.388, 2.7,3.1,.879, ,,5.7,2.7, , ,,2.7, 9.5
Ray Scott, DET, PF,24,76, , 33.4,6.1,14.6, .414, ,,, 6.1, 14.6,.414,.414, 4.1,6.0,.674, ,,10.2,2.5, , ,,3.5, 16.2
Kenny Sears, TOT, SF,29,77, , 14.8,2.1,3.9, .530, ,,, 2.1, 3.9,.530,.530, 1.7,2.2,.780, ,,2.7,1.2, , ,,1.7, 5.9
Kenny Sears, NYK, F,29,23, , 15.6,2.1,4.0, .522, ,,, 2.1, 4.0,.522,.522, 1.1,2.0,.565, ,,2.9,1.7, , ,,1.3, 5.3
Kenny Sears, SFW, SF,29,54, , 14.5,2.1,3.9, .533, ,,, 2.1, 3.9,.533,.533, 1.9,2.3,.861, ,,2.6,1.0, , ,,1.8, 6.1
Frank Selvy, LAL, SG,30,80, , 29.6,4.0,9.3, .424, ,,, 4.0, 9.3,.424,.424, 2.4,3.4,.714, ,,3.6,3.5, , ,,1.9, 10.3
Lee Shaffer, SYR, SF,23,80, , 29.9,7.5,17.4, .429, ,,, 7.5, 17.4,.429,.429, 3.7,4.7,.784, ,,6.6,1.2, , ,,3.1, 18.6
Gene Shue, NYK, PG,31,78, , 29.3,4.5,11.5, .396, ,,, 4.5, 11.5,.396,.396, 2.7,3.9,.689, ,,2.4,3.3, , ,,2.2, 11.7
Jeff Slade, CHZ, F,21,3, , 6.7,0.7,1.7, .400, ,,, 0.7, 1.7,.400,.400, 0.0,0.3,.000, ,,2.3,0.0, , ,,1.0, 1.3
Adrian Smith, CIN, SG,26,79, , 19.3,3.1,6.9, .443, ,,, 3.1, 6.9,.443,.443, 2.8,3.5,.811, ,,2.2,1.8, , ,,2.0, 8.9
Larry Staverman, CHZ, PF,26,33, , 18.2,2.8,5.9, .485, ,,, 2.8, 5.9,.485,.485, 1.5,1.9,.790, ,,4.8,1.3, , ,,2.8, 7.2
Tom Stith, NYK, SF,24,25, , 8.4,1.5,4.4, .336, ,,, 1.5, 4.4,.336,.336, 0.1,0.4,.300, ,,1.6,0.7, , ,,0.9, 3.1
Dan Swartz, BOS, SF,28,39, , 8.6,1.5,3.8, .380, ,,, 1.5, 3.8,.380,.380, 1.6,1.8,.847, ,,2.3,0.5, , ,,2.4, 4.5
Dan Tieman, CIN, PG,22,29, , 6.1,0.5,2.0, .263, ,,, 0.5, 2.0,.263,.263, 0.1,0.3,.400, ,,0.8,0.9, , ,,0.6, 1.2
Gene Tormohlen, STL, C,25,7, , 6.7,0.7,1.4, .500, ,,, 0.7, 1.4,.500,.500, 0.3,1.4,.200, ,,2.1,0.7, , ,,1.6, 1.7
Jack Twyman*, CIN, SF,28,80, , 32.8,8.0,16.7, .480, ,,, 8.0, 16.7,.480,.480, 3.8,4.7,.811, ,,7.5,2.7, , ,,3.6, 19.8
Chico Vaughn, STL, SG,22,77, , 24.0,3.8,9.2, .417, ,,, 3.8, 9.2,.417,.417, 2.4,3.4,.720, ,,3.4,3.3, , ,,2.6, 10.1
Chet Walker*, SYR, SF,22,78, , 25.5,4.5,9.6, .469, ,,, 4.5, 9.6,.469,.469, 3.2,4.6,.699, ,,7.2,1.1, , ,,2.8, 12.3
Ben Warley, SYR, PF,26,26, , 7.9,1.9,4.3, .450, ,,, 1.9, 4.3,.450,.450, 1.0,1.3,.714, ,,3.3,0.2, , ,,1.6, 4.8
Ralph Wells, CHZ, G,22,3, , 16.0,0.3,2.3, .143, ,,, 0.3, 2.3,.143,.143, 0.0,2.3,.000, ,,2.0,2.3, , ,,2.0, 0.7
Jerry West*, LAL, PG,24,55, , 39.3,10.2,22.1, .461, ,,, 10.2, 22.1,.461,.461, 6.7,8.7,.778, ,,7.0,5.6, , ,,2.7, 27.1
Hubie White, SFW, SG,23,29, , 9.3,1.4,3.8, .360, ,,, 1.4, 3.8,.360,.360, 0.4,0.6,.667, ,,1.2,1.0, , ,,1.6, 3.2
Gene Wiley, LAL, C,25,75, , 19.8,1.5,3.1, .462, ,,, 1.5, 3.1,.462,.462, 0.3,0.9,.338, ,,6.7,0.5, , ,,2.4, 3.2
Lenny Wilkens*, STL, PG,25,75, , 34.3,4.4,11.1, .399, ,,, 4.4, 11.1,.399,.399, 3.0,4.3,.696, ,,5.4,5.1, , ,,3.4, 11.8
