NAME,TEAM,POS,AGE,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Don Ohl, STL, PG,31,31, , 26.5,5.2,11.5, .454, ,,, 5.2, 11.5,.454,.454, 2.7,3.4,.783, ,,2.0,2.4, , ,,3.0, 13.1
Bud Olsen, SEA, PF,27,73, , 12.3,1.8,3.9, .456, ,,, 1.8, 3.9,.456,.456, 0.2,0.8,.274, ,,2.8,1.0, , ,,1.9, 3.8
George Patterson, DET, C,28,59, , 9.5,0.7,2.3, .331, ,,, 0.7, 2.3,.331,.331, 0.5,0.6,.842, ,,2.7,0.9, , ,,1.4, 2.0
Willis Reed*, NYK, PF,25,81, , 35.5,8.1,16.6, .490, ,,, 8.1, 16.6,.490,.490, 4.5,6.3,.721, ,,13.2,2.0, , ,,4.2, 20.8
Jim Reid, PHI, F,22,6, , 8.7,1.7,3.3, .500, ,,, 1.7, 3.3,.500,.500, 0.2,0.8,.200, ,,1.8,0.5, , ,,1.0, 3.5
Pat Riley*, SDR, SG,22,80, , 15.8,3.1,8.3, .379, ,,, 3.1, 8.3,.379,.379, 1.6,2.5,.634, ,,2.2,1.7, , ,,2.6, 7.9
Oscar Robertson*, CIN, PG,29,65, , 42.5,10.2,20.3, .500, ,,, 10.2, 20.3,.500,.500, 8.9,10.2,.873, ,,6.0,9.7, , ,,3.1, 29.2
Flynn Robinson, TOT, PG,26,75, , 27.3,5.9,13.5, .440, ,,, 5.9, 13.5,.440,.440, 3.8,4.7,.821, ,,3.6,2.9, , ,,2.5, 15.7
Flynn Robinson, CIN, PG,26,2, , 8.0,1.5,5.0, .300, ,,, 1.5, 5.0,.300,.300, 1.5,3.5,.429, ,,2.0,2.5, , ,,2.0, 4.5
Flynn Robinson, CHI, PG,26,73, , 27.8,6.0,13.7, .441, ,,, 6.0, 13.7,.441,.441, 3.9,4.7,.828, ,,3.7,2.9, , ,,2.5, 16.0
Guy Rodgers*, TOT, PG,32,79, , 19.6,1.9,5.4, .347, ,,, 1.9, 5.4,.347,.347, 1.4,1.7,.805, ,,1.9,4.8, , ,,2.1, 5.1
Guy Rodgers*, CHI, PG,32,4, , 32.3,4.0,13.5, .296, ,,, 4.0, 13.5,.296,.296, 2.3,2.8,.818, ,,3.5,7.0, , ,,2.8, 10.3
Guy Rodgers*, CIN, PG,32,75, , 18.9,1.8,5.0, .355, ,,, 1.8, 5.0,.355,.355, 1.3,1.6,.803, ,,1.8,4.7, , ,,2.1, 4.8
Bob Rule, SEA, C,23,82, , 29.6,6.9,14.2, .489, ,,, 6.9, 14.2,.489,.489, 4.2,6.5,.658, ,,9.5,1.2, , ,,3.9, 18.1
Bill Russell*, BOS, C,33,78, , 37.9,4.7,11.0, .425, ,,, 4.7, 11.0,.425,.425, 3.2,5.9,.537, ,,18.6,4.6, , ,,3.1, 12.5
Cazzie Russell, NYK, SF,23,82, , 28.0,6.7,14.5, .462, ,,, 6.7, 14.5,.462,.462, 3.4,4.3,.808, ,,4.6,2.4, , ,,2.7, 16.9
Tom Sanders*, BOS, SF,29,78, , 25.4,3.8,8.9, .428, ,,, 3.8, 8.9,.428,.428, 2.6,3.3,.784, ,,5.8,1.3, , ,,3.8, 10.2
Dave Schellhase, CHI, PG,23,42, , 7.2,1.1,3.3, .341, ,,, 1.1, 3.3,.341,.341, 0.5,0.9,.526, ,,1.1,0.9, , ,,1.0, 2.7
Ray Scott, BAL, PF,29,81, , 36.1,6.0,14.7, .412, ,,, 6.0, 14.7,.412,.412, 4.3,5.5,.779, ,,13.7,2.1, , ,,3.1, 16.4
Larry Siegfried, BOS, PG,28,62, , 31.2,4.2,10.1, .415, ,,, 4.2, 10.1,.415,.415, 3.8,4.4,.868, ,,3.5,4.7, , ,,3.1, 12.2
Paul Silas, STL, PF,24,82, , 32.3,4.9,10.6, .458, ,,, 4.9, 10.6,.458,.458, 3.6,5.2,.705, ,,11.7,2.0, , ,,3.0, 13.4
Jerry Sloan*, CHI, SG,25,77, , 31.9,4.8,12.5, .385, ,,, 4.8, 12.5,.385,.385, 3.8,5.0,.749, ,,7.7,3.0, , ,,3.8, 13.3
Adrian Smith, CIN, SG,31,82, , 33.9,5.9,12.6, .464, ,,, 5.9, 12.6,.464,.464, 3.9,4.7,.829, ,,2.3,3.3, , ,,3.2, 15.6
Dick Snyder, STL, SG,23,75, , 21.6,3.4,8.2, .419, ,,, 3.4, 8.2,.419,.419, 1.7,2.2,.772, ,,2.6,2.2, , ,,2.9, 8.6
Craig Spitzer, CHI, C,22,10, , 4.4,0.8,2.1, .381, ,,, 0.8, 2.1,.381,.381, 0.2,0.3,.667, ,,2.4,0.0, , ,,0.4, 1.8
Joe Strawder, DET, C,27,73, , 27.8,2.8,6.2, .452, ,,, 2.8, 6.2,.452,.452, 1.9,2.9,.647, ,,9.4,1.2, , ,,4.3, 7.5
Tom Thacker, BOS, SG,28,65, , 12.0,1.8,4.2, .419, ,,, 1.8, 4.2,.419,.419, 0.7,1.3,.512, ,,2.5,1.1, , ,,2.5, 4.2
Rod Thorn*, SEA, SG,26,66, , 25.3,5.7,12.7, .451, ,,, 5.7, 12.7,.451,.451, 3.8,5.2,.737, ,,4.0,3.5, , ,,1.8, 15.2
Nate Thurmond*, SFW, C,26,51, , 43.6,7.5,18.2, .411, ,,, 7.5, 18.2,.411,.411, 5.5,8.6,.644, ,,22.0,4.2, , ,,2.7, 20.5
Gene Tormohlen, STL, C,30,77, , 9.3,1.3,3.4, .374, ,,, 1.3, 3.4,.374,.374, 0.4,0.7,.589, ,,2.9,0.9, , ,,1.2, 3.0
